pdbid,ligand_name
2lbd,['rea']
2lh6,['nio']
2lh7,['nbe']
2lig,['phn']
2lpr,['b2v']
2mas,['pir']
2mbr,"['epu', 'fad']"
2nad,['nad']
2nap,['mgd']
2ncd,['adp']
2nlr,['g2f']
2npx,"['fad', 'nad']"
2oat,['pfm']
2ohx,['nad']
2oxi,['nad']
2pax,['4an']
2pcp,['1pc']
2pgt,"['epe', 'gpr']"
2phy,['hc4']
2pia,['fmn']
2pka,['ben']
2por,['c8e']
2prc,"['ns5', 'uq2']"
2prg,['brl']
2pri,"['d6g', 'plp']"
2pva,['dtd']
2pyp,['hc4']
2q21,['gdp']
2qwc,['dan']
2qwd,['4am']
2qwe,['gna']
2qwf,['g20']
2qwg,['g28']
2qwh,['g39']
2qwi,['g20']
2qwj,['g28']
2qwk,['g39']
2rtd,['btn']
2rte,['btn']
2rtf,['btn']
2rtg,['btn']
2rth,['gll']
2rti,['gll']
2rtj,['gll']
2rtk,['gll']
2rtl,['imi']
2rtm,['imi']
2rtn,['imi']
2rto,['imi']
2rtp,['imi']
2rtq,['imi']
2rtr,['imi']
2scu,['coa']
2sfp,['plp']
2shp,['cat']
2sim,['dan']
2sli,['skd']
2sqc,['c8e']
2src,['anp']
2std,['crp']
2tbs,['ben']
2tcl,['ro4']
2tgd,['dfp']
2tio,['ben']
2tmd,"['adp', 'fmn']"
2tmk,['atm']
2tod,"['dmo', 'plp']"
2tpl,['hpp']
2tpr,['fad']
2tps,"['pop', 'tps']"
2trs,"['ipl', 'pls']"
2trt,['tac']
2tsy,"['g3p', 'pls']"
2tys,['plt']
2uag,"['adp', 'uma']"
2udp,"['nad', 'upp']"
2ukd,"['adp', 'c5p']"
2usn,['in8']
2vgc,['v35']
2vp3,"['m7g', 'sah']"
2web,['pp4']
2wec,['pp5']
2wsy,['plp']
2xin,['sor']
2xyl,['x2f']
2ypn,['dpm']
35c8,['nox']
3a3h,['ctr']
3aid,['arq']
3aky,['ap5']
3amv,['plp']
3atj,['bho']
3bif,"['bog', 'sin']"
3bir,['2gp']
3bls,['apb']
3bto,"['nad', 'ssb']"
3bu4,['2gp']
3ca2,['ams']
3cbs,['r12']
3cd2,"['mtx', 'nap']"
3cgt,['bcd']
3cox,['fad']
3cp4,['adm']
3cpp,['cam']
3csc,['aco']
3csj,['cbl']
3dap,"['da3', 'ndp']"
3dbv,['nad']
3dhe,['and']
3dmr,['pgd']
3drc,['mtx']
3erk,['sb4']
3fap,['ard']
3fyg,['gpr']
3gal,['1gn']
3grs,['fad']
3grt,['fad']
3gsp,['3gp']
3gss,['gtt']
3gst,['gpr']
3had,['nad']
3hoh,['2gp']
3hsc,['adp']
3kar,['adp']
3kiv,['aca']
3lad,['fad']
3lbd,['rea']
3lpr,['bno']
3mag,"['3ma', 'sah']"
3mct,"['3mc', 'sah']"
3mdd,['fad']
3mde,"['co8', 'fad']"
3min,['hca']
3nll,['fmn']
3pax,['3mb']
3pgt,['gbx']
3por,['c8e']
3prc,['ns5']
3pro,['2ab']
3pyp,['hc4']
3rab,['gnp']
3rap,['gtp']
3rhn,['5gp']
3sga,['pha']
3sli,['skd']
3std,['mq0']
3tmk,['t5a']
3ukd,"['adp', 'c5p']"
3upj,['u03']
3vgc,['srb']
3xim,['sor']
421p,['gnp']
43ca,['npo']
456c,['cbp']
4a3h,['dcb']
4aah,['pqq']
4aig,['flx']
4atj,['bho']
4blc,['ndp']
4bu4,['2gp']
4cd2,['fol']
4cp4,['cam']
4cpp,['adm']
4csc,['aco']
4daa,['plp']
4dbv,['ndp']
4dcg,"['mg7', 'sah']"
4dmr,['pgd']
4er1,['cal']
4erk,['olo']
4fbp,['amp']
4fua,['pgh']
4fx2,['fmn']
4gch,['dmc']
4gpb,"['gfp', 'plp']"
4gsa,['plp']
4gsp,"['3gp', 'sgp']"
4gss,['gtx']
4gst,['gtd']
4hoh,['2gp']
4lip,['ccp']
4mdh,['nad']
4nll,['fmn']
4ovw,['in1']
4pbg,['bgp']
4pfk,['adp']
4pgt,['gbx']
4q21,['gdp']
4rhn,['rib']
4rsk,['u3p']
4sli,['cnp']
4std,['bfs']
4tim,['2pg']
4tmk,['t5a']
4uag,['uag']
4ukd,"['adp', 'udp']"
4upj,['u04']
4vgc,['srd']
5a3h,['ffc']
5acn,['trc']
5bir,['2gp']
5bj3,['plp']
5bj4,['plp']
5bu4,['2gp']
5cp4,['cam']
5cts,['oaa']
5eaa,['plp']
5enl,['2pg']
5est,['b2i']
5eug,['ura']
5fbp,['f6p']
5fit,['ap2']
5fwg,['cpr']
5fx2,['fmn']
5gpb,"['gpm', 'plp']"
5grt,['fad']
5gsp,['3gp']
5gss,['gtt']
5hoh,['2gp']
5mdh,"['mak', 'nad']"
5nll,['fmn']
5nse,['har']
5nuc,['thp']
5nul,['fmn']
5pah,['ldp']
5prc,"['atz', 'ns5']"
5rhn,['8br']
5std,['unn']
5tmp,['z5a']
5ukd,"['adp', 'c5p']"
5ull,['fmn']
5upj,['uin']
5xia,['xyl']
621p,['gnp']
6a3h,['fct']
6abp,['ara']
6ald,['2fp']
6atj,['fer']
6cha,['pba']
6cp4,['cam']
6csc,['cof']
6dfr,['nap']
6enl,['pga']
6gch,['apf']
6gsp,['3gp']
6gss,['gtt']
6gst,['gtt']
6gsu,['gps']
6gsv,['gps']
6gsw,['gps']
6gsx,['gps']
6gsy,['gtt']
6jdw,['abu']
6lpr,['bno']
6nse,['ggb']
6nul,['fmn']
6prc,"['ceb', 'ns5']"
6q21,['gcp']
6std,['ms2']
6tim,['g3p']
6upj,['niu']
721p,['gnp']
7aat,['plp']
7abp,['fca']
7acn,['ict']
7cpp,['ncm']
7dfr,"['fol', 'nap']"
7enl,['2pg']
7gch,['lpf']
7gsp,['sgp']
7gss,['gtt']
7jdw,['dav']
7nse,['da2']
7odc,['plp']
7tln,['inc']
7upj,['inu']
821p,['gnp']
830c,['rs1']
8a3h,['idc']
8aat,['plp']
8abp,['gla']
8acn,['nic']
8atc,['pal']
8cgt,['tm6']
8cpa,['agf']
8cpp,['tcm']
8dfr,['ndp']
8est,['gis']
8gpb,['plp']
8gss,['gtt']
8lpr,['b2f']
8nse,['nrg']
8rsa,['adt']
966c,['rs2']
9abp,['gla']
9cgt,['tm5']
9est,['ibr']
9gss,['gtx']
9ldb,['nad']
9ldt,['nad']
9lpr,['ble']
9xia,['dfr']
